"MAKE_NEW","NEW_MODEL","car_type","n"
"BMW","R100R","OTHER",1
"BMW","R100RT","OTHER",3
"BMW","R1050R","OTHER",1
"BMW","R11","OTHER",3
"BMW","R1100","OTHER",4
"BMW","R1100R","OTHER",2
"BMW","R1100RT","OTHER",1
"BMW","R1100S","OTHER",3
"BMW","R1150","OTHER",4
"BMW","R1150GS","OTHER",3
"BMW","R1150R","OTHER",5
"BMW","R1150RT","OTHER",6
"BMW","R1200","OTHER",35
"BMW","R1200C","OTHER",3
"BMW","R1200CA","OTHER",1
"BMW","R1200CL","OTHER",1
"BMW","R1200DS","OTHER",1
"BMW","R1200GS","OTHER",9
"BMW","R1200R","OTHER",4
"BMW","R1200RS","OTHER",1
"BMW","R1200RT","OTHER",7
"BMW","R1200S","OTHER",1
"BMW","R1200ST","OTHER",1
"BMW","R12GS","OTHER",1
"BMW","R65","OTHER",2
"BMW","R80GS","OTHER",1
"BMW","R9","OTHER",1
"BMW","R9T","OTHER",1
"BMW","RR1000","OTHER",1
"BMW","RT","OTHER",2
"BMW","RT1150","OTHER",1
"BMW","S1000","OTHER",8
"BMW","S1000R","OTHER",3
"BMW","S1000RR","OTHER",10
"BMW","S1000RRHP4","OTHER",1
"BMW","S100R","OTHER",1
"BMW","WHITE","OTHER",1
"BMW","X","SUV",85200
"BMW","Z1100","OTHER",1
"BMW","Z3","SPORT",5430
"BMW","Z4","SPORT",8262
"BMW","Z8","LUX SPORT",25
"BMW",NA,"OTHER",2
"BOB","CAT","OTHER",4
"BOB CAT","1","OTHER",1
"BOB CAT","BOB","OTHER",1
"BOB CAT","XT95","OTHER",1
"BOER","FB","OTHER",1
"BOMBA","FIBE","OTHER",1
"BOMBARDIER","DS","OTHER",1
"BONAIR REC","SPYDER","OTHER",1
"BOOGIE BOX","TOY","OTHER",1
"BOOKED","RESERVED","OTHER",1
"BOSS","BHC","OTHER",1
"BOSS","HOSS","OTHER",1
"BOSS HOSS BHC3","M/C","OTHER",1
"BOSTON","WHALER","OTHER",2
"BOSTON LAYER","1","OTHER",1
"BOSTON WHALER","OPEN","OTHER",1
"BOTTOM RIDGE","TRAILER","OTHER",1
"BOULEVARD","SUZUKI","OTHER",1
"BOUND","XMH","OTHER",1
"BOUNDER","CAMPER","OTHER",1
"BOUNDER","FLEETWOOD","OTHER",2
"BOUNDER","MOTOR","OTHER",1
"BOUNDER","MOTORHOME","OTHER",2
"BOUNDER","RV","OTHER",2
"BOURG","UTILITY","OTHER",1
"BOURGET","CUSTOM","OTHER",1
"BOURGET","LOW-BLOW","OTHER",1
"BOX","10","OTHER",1
"BOX","16FT","OTHER",1
"BOX","2WHEEL","OTHER",1
"BOX","BOX","OTHER",2
"BOX","DUMP","OTHER",1
"BOX","NPR","OTHER",1
"BOX","TRAILER","OTHER",41
"BOX","TRAILOR","OTHER",3
"BOX","TRALIOR","OTHER",2
"BOX","TRL","OTHER",1
"BOX","TRUCK","OTHER",3
"BOX","UTILITY","OTHER",1
"BOX F","TRAILER","OTHER",1
"BOX MOUNTIAN","CAMPER","OTHER",1
"BOX TRUCK","BOS","OTHER",1
"BOX TRUCK","BOX","OTHER",1
"BOX TRUCK","LT","OTHER",1
"BOX TRUCK","WHITE","OTHER",1
"BOX TYPE","TRAILOR","OTHER",1
"BOX VAN","BOVAN","VAN",1
"BOXED","CARGO","OTHER",1
"BOXED","UTILITY","OTHER",1
"BOY SCOUT","TRAILER","OTHER",2
"BRAGG","TRAILER","OTHER",4
"BRAGG","UTILITY","OTHER",1
"BRAKE","ROTORS","OTHER",1
"BRAVO","DUAL","OTHER",1
"BRAVO","SCOUT","OTHER",1
"BRAVO","TRAILER","OTHER",4
"BRAY","TRAILER","OTHER",1
"BRENDERUP","SOLO","OTHER",2
"BRONC","RALLY","OTHER",1
"BRONCO","HORSE","OTHER",1
"BROOK BROTHERS","REELCART","OTHER",1
"BROOKSIDE","SUNNYBROOK","OTHER",1
"BRP","CANAM","OTHER",1
"BRUSH BANDIT","CHIPPER","OTHER",1
"BRUT","FB","OTHER",1
"BRUTON","EASY","OTHER",1
"BRUTON","UTILITY","OTHER",1
"BRYANT","210","OTHER",1
"BSA","TRAILER","OTHER",1
"BSTB","UT","OTHER",1
"BT","123","OTHER",1
"BUDDY","125","OTHER",1
"BUDDY","50","OTHER",2
"BUDDY","SCOODER","OTHER",1
"BUDGET","TRAILER","OTHER",1
"BUEL","898","OTHER",1
"BUEL","BLAST","OTHER",1
"BUEL","LIGHTNING","OTHER",1
"BUEL","WEST","OTHER",1
"BUEL","XB9","OTHER",1
"BUEL","XPR","OTHER",1
"BUFFALO","GOLF","OTHER",1
"BUG","BUG","OTHER",1
"BUGATTI","ENDURO","OTHER",1
"BUGATTI","VEYRON","OTHER",60
"BUGGY","BUGGY","OTHER",1
"BUICK","ALLURE","OTHER",8
"BUICK","ALORA","OTHER",1
"BUICK","AZURE","OTHER",1
"BUICK","CASCADA","COMPACT",417
"BUICK","CENTURY","MID",58037
"BUICK","COMMERCIAL","OTHER",2
"BUICK","CUTLESS","OTHER",1
"BUICK","ELECTRA","FULL",764
"BUICK","ENCLAVE","SUV",55910
"BUICK","ENCORE","COMPACT",17088
"BUICK","ENVISION","SUV",924
"BUICK","ESTATE","FULL",9
"BUICK","GRAND","OTHER",1
"BUICK","LACROSSE","MID",61150
"BUICK","LECROSS","OTHER",1
"BUICK","LESABRE","MID",80203
"BUICK","LUCERNE","MID",30328
"BUICK","PARK","FULL",21112
"BUICK","PT CRUISER","OTHER",1
"BUICK","RAINIER","SUV",5700
"BUICK","REATTA","COMPACT",326
"BUICK","REGAL","MID",38179
"BUICK","RENDEZVOUS","SUV",30979
"BUICK","RIVIERA","VINTAGE",2465
"BUICK","ROADMASTER","FULL",2986
"BUICK","RONDEU","OTHER",1
"BUICK","RONDEVU","OTHER",1
"BUICK","RV","OTHER",1
"BUICK","SKYHAWK","COMPACT",51
"BUICK","SKYLARK","COMPACT",2125
"BUICK","SOMERSET","COMPACT",23
"BUICK","TERRAZA","SUV",3979
"BUICK","TRAILER","OTHER",2
"BUICK","VERANO","COMPACT",20038
"BUICK",NA,"OTHER",1
"BULL","CT","OTHER",1
"BULL U/T","TRT","OTHER",1
"BULLDOG","4RJ","OTHER",1
"BULLET","KEYSTONE","OTHER",1
"BULLET","PREMIER","OTHER",2
"BULLET","PREMIUM","OTHER",1
"BUMPER","PULL","OTHER",1
"BUMPER","PULLER","OTHER",1
"BUNK","HOUSE","OTHER",1
"BUROUGH","ENCLOSED","OTHER",1
"BUS","BUS","OTHER",3
"BUS","SCHOOL","OTHER",1
"BUSH HOG","BATWING","OTHER",1
"BUSHON","STORM","OTHER",1
"BYD","E6","OTHER",1
"BYSON","TRAILBOSS","OTHER",1
"C & M","FB","OTHER",1
"C & M","HORSE","OTHER",1
"C & M","TRAILER","OTHER",1
"C & M","UT","OTHER",1
"C & M","UTILITY","OTHER",3
"C AND M","TANDEM","OTHER",1
"C AND M","TRAILER","OTHER",1
"C M","STOCK","OTHER",1
"C M","UTILITY","OTHER",1
"C-FLEX","TRAILER","OTHER",1
"C-HAW","PULSE","OTHER",1
"C/I","C/I","OTHER",1
"C/OUT","0","OTHER",1
"C&C","HORSE","OTHER",1
"C&M","""82""""","OTHER",1
"C&M","20","OTHER",1
"C&M","2620","OTHER",1
"C&M","4","OTHER",1
"C&M","FB","OTHER",1
"C&M","FLATBED","OTHER",1
"C&M","TRAILER","OTHER",2
"C&M","TRL","OTHER",1
"C&M","UT","OTHER",10
"C&M","UTILITY","OTHER",3
"C&M RENTAL","UTILITY","OTHER",1
"C&S ANDERSON","GOOSENECK","OTHER",1
"C5","TRAILER","OTHER",1
"C5","UTILITY","OTHER",1
"CA","ON","OTHER",16
"CA","PR","OTHER",1
"CA","SCOOTER","OTHER",1
"CA/","ON","OTHER",1
"CA/MA","TRAILER","OTHER",4
"CA/MA","UTILITY","OTHER",1
"CA/OM","TRAILER","OTHER",1
"CA/ON","CA/ON","OTHER",1
"CA/ON","HOMEMADE","OTHER",1
"CA/ON","LTRL","OTHER",6
"CA/ON","TRAILER","OTHER",14
"CA/ON","UTILITY","OTHER",1
"CA\ON","UTILITY","OTHER",1
"CAB OVER","NPR","OTHER",1
"CAB-OVER","UTILITY","OTHER",1
"CABANA","CAMPER","OTHER",1
"CACR","UTILITY","OTHER",1
"CAD","CTS","OTHER",1
"CADILLAC","60","OTHER",38
"CADILLAC","ALLANTE","SPORT",380
"CADILLAC","ATS","COMPACT",11492
"CADILLAC","BOAT","OTHER",1
"CADILLAC","BROUGHAM","FULL",1032
"CADILLAC","BROUGHTON","OTHER",1
"CADILLAC","CATERA","MID",1480
"CADILLAC","CIMARRON","COMPACT",46
"CADILLAC","COMCHA","OTHER",1
"CADILLAC","COMMERCIAL","OTHER",33
"CADILLAC","COMMERICAL","OTHER",1
"CADILLAC","CT6","FULL",329
"CADILLAC","CTS","MID",75188
"CADILLAC","DEVILLE","FULL",50868
"CADILLAC","DTS","FULL",20989
"CADILLAC","ELDORADO","FULL",6192
"CADILLAC","ELR","COMPACT",217
"CADILLAC","ESCALADE","SUV",72070
"CADILLAC","EUREKA","OTHER",1
"CADILLAC","FEDERAL","OTHER",1
"CADILLAC","FLEETWOOD","FULL",2226
"CADILLAC","HERSE","OTHER",1
"CADILLAC","LIMO","OTHER",2
"CADILLAC","MOTOR","OTHER",1
"CADILLAC","PROWLER","OTHER",1
"CADILLAC","SEVILLE","MID",11043
"CADILLAC","SIXTY","OTHER",1
"CADILLAC","SRX","SUV",48993
"CADILLAC","STORM","OTHER",1
"CADILLAC","STS","MID",13695
"CADILLAC","SUPERIOR","OTHER",1
"CADILLAC","TRAILER","OTHER",1
"CADILLAC","XLR","SPORT",782
"CADILLAC","XT4","OTHER",2
"CADILLAC","XT5","FULL",1574
"CADILLAC","XT5-SRX","OTHER",1
"CADILLAC","XTS","FULL",7948
"CADRNIAL","RV","OTHER",1
"CAHPERAL","26","OTHER",1
"CALC","16FT","OTHER",1
"CALCO","HORSE","OTHER",1
"CALI","FB","OTHER",1
"CALI","HE","OTHER",2
"CALIBER","FLATBED","OTHER",1
"CALIBER","TRAILER","OTHER",1
"CALICO","2","OTHER",1
"CALICO","DUAL","OTHER",1
"CALICO","HORSE","OTHER",4
"CALICO","TRAILER","OTHER",2
"CALIFORNIA","CLASSIC","OTHER",1
"CALK","BOAT","OTHER",1
"CALKI","BAY14156","OTHER",1
"CALKI","BOAT","OTHER",1
"CALKI","LTRL","OTHER",1
"CALKI","TRAILER","OTHER",1
"CALKIN","BOAT","OTHER",2
"CALKIN","TRAILER","OTHER",1
"CALKINS","BOAT","OTHER",3
"CALKINS","TRAILER","OTHER",3
"CALL WHEN TIRES ARRI","CALL","OTHER",1
"CAM","LB","OTHER",1
"CAM","SUPER","OTHER",1
"CAM","SUPERLINE","OTHER",1
"CAM","TRAILER","OTHER",1
"CAM","UTILITY","OTHER",1
"CAM AM","B5FS","OTHER",1
"CAM AM","SPIDER","OTHER",2
"CAM AM","SPRIDER","OTHER",1
"CAM AM","SPYDER","OTHER",1
"CAM AM SPYDER","SPYDER","OTHER",1
"CAM-AM","SPIDER","OTHER",1
"CAM-AM","SPYDER","OTHER",1
"CAME","TRLR","OTHER",1
"CAMEO","FIFTH","OTHER",1
"CAMEO","M","OTHER",1
"CAMMPER","RV","OTHER",1
"CAMP","TRAILER","OTHER",4
"CAMP","TRL","OTHER",1
"CAMP","UTILITY","OTHER",1
"CAMP LITE","DB","OTHER",1
"CAMPING","TRAILER","OTHER",4
"CAMPLITE","22085L","OTHER",1
"CAMPLITE","TRAILIER","OTHER",1
"CAN","AM","OTHER",2
"CAN","FB","OTHER",1
"CAN","MC","OTHER",1
"CAN","SPYDER","OTHER",1
"CAN  AM","MAVERICK","OTHER",1
"CAN -AM","RTS","OTHER",1
"CAN AM","CAN","OTHER",1
"CAN AM","GS","OTHER",1
"CAN AM","MAVERICK","OTHER",2
"CAN AM","RENEGADE","OTHER",1
"CAN AM","RT","OTHER",1
"CAN AM","RTRS","OTHER",1
"CAN AM","RTS","OTHER",3
"CAN AM","SIDE","OTHER",1
"CAN AM","SPIDER","OTHER",9
"CAN AM","SPRYDER","OTHER",1
"CAN AM","SPYDER","OTHER",32
"CAN AM","THREE","OTHER",1
"CAN AM SPYDER","SPYDER","OTHER",1
"CAN AMSPYDER","F3","OTHER",1
"CAN AN","RT","OTHER",1
"CAN- AM","SPIDER","OTHER",1
"CAN-AM","MAVERICK","OTHER",1
"CAN-AM","ROTAX","OTHER",1
"CAN-AM","SPIDER","OTHER",4
"CAN-AM","SPYDER","OTHER",13
"CAN-CAM","SPYDER","OTHER",1
"CAN/AM","GS","OTHER",1
"CANADA","FB","OTHER",1
"CANAM","GS","OTHER",1
"CANAM","RST","OTHER",1
"CANAM","RT","OTHER",1
"CANAM","SPIDER","OTHER",6
"CANAM","SPYDER","OTHER",4
"CANAM","THREE","OTHER",1
"CANAM","X","OTHER",1
"CANAM SPYDER","SPYDER","OTHER",1
"CAND","76X","OTHER",1
"CAND","FB","OTHER",7
"CAND","FLAT","OTHER",1
"CAND","FLATBED","OTHER",1
"CAND","TANDUM","OTHER",1
"CAND","TRAILER","OTHER",2
"CAND","UT","OTHER",3
"CAND","UTI","OTHER",1
"CANOE","TRAILER","OTHER",2
"CANTON","CARHAULER","OTHER",1
"CANYON","CAMP","OTHER",1
"CANYON","CANYON","OTHER",1
"CANYON","TRAIL","OTHER",1
"CANYON","TRAILER","OTHER",1
"CAON","UL","OTHER",1
"CAR","CAR","OTHER",2
"CAR","DOLLIE","OTHER",1
"CAR","DOLLY","OTHER",9
"CAR","HALLER","OTHER",1
"CAR","HAULER","OTHER",14
"CAR","MATE","OTHER",1
"CAR","STORM","OTHER",1
"CAR","TRAILER","OTHER",28
"CAR","TRAVEL","OTHER",1
"CAR CARRIER","FLATBED","OTHER",1
"CAR DOLLY","1","OTHER",1
"CAR HALLER","TRAILER","OTHER",1
"CAR MAR","TRAILER","OTHER",1
"CAR MATE","6X12","OTHER",1
"CAR MATE","CAR","OTHER",1
"CAR MATE","TRAILER","OTHER",1
"CAR MATE","TRAILOR","OTHER",1
"CAR-MATE","TRAILER","OTHER",1
"CAR-MATO","ENCLOSED","OTHER",1
"CARAVAN","BOAT","OTHER",1
"CARAVAN","TRAILER","OTHER",5
"CARAVAN","TRIALER","OTHER",1
"CARAVAN","UNLIMITED","OTHER",1
"CARAVELLE","207","OTHER",1
"CARAVELLE","BOAT","OTHER",1
"CARD","CT","OTHER",1
"CARDINAL","5TH","OTHER",2
"CARDINAL","CT","OTHER",3
"CARDINAL","FOREST","OTHER",2
"CARDINAL","RV","OTHER",1
"CARDINAL","TRAILER","OTHER",1
"CARDINAL","TRAVEL","OTHER",2
"CARG","TRL","OTHER",1
"CARG","UT","OTHER",3
"CARG","VN","OTHER",1
"CARG0","TRAILER","OTHER",1
"CARLISLE","2-AXLE","OTHER",1
"CARLISLE","CMUT","OTHER",1
"CARLISLE","TRAILER","OTHER",1
"CARLISLE","UTILITY","OTHER",1
"CARMA","UTILITY","OTHER",1
"CARMAT","DOVE","OTHER",1
"CARMAT","TRAILOR","OTHER",1
"CARMATE","CARGO","OTHER",1
"CARMATE","TRAILER","OTHER",3
"CARNAI","BOAT","OTHER",1
"CAROLINA","SKIFF","OTHER",1
"CAROLINA SKIFF","198","OTHER",1
"CAROLINA SKIFF","BOAT","OTHER",1
"CAROLINE","10FT","OTHER",1
"CARR","18","OTHER",1
"CARR","7X1","OTHER",1
"CARR","DUMP","OTHER",1
"CARR","TRAILER","OTHER",1
"CARR","UT","OTHER",2
"CARR","UTILITY","OTHER",3
"CARR TL","TRAILER","OTHER",1
"CARRI-LITE","5TH","OTHER",1
"CARRI-LITE","CARRIAGE","OTHER",1
"CARRIAGE","CAMEO","OTHER",2
"CARRIAGE","CAMIO","OTHER",2
"CARRIAGE","CARRYLIGHT","OTHER",1
"CARRIAGE","RV","OTHER",1
"CARRIE","TRAILER","OTHER",1
"CARRIER","4","OTHER",1
"CARRIER","CC","OTHER",1
"CARRIER","TRAILER","OTHER",1
"CARRIER","UTILITY","OTHER",2
"CARRIGE","DOMANI","OTHER",1
"CARRLTON","UTILITY","OTHER",1
"CARS","BOX","OTHER",1
"CARSN","VTNL","OTHER",1
"CARSON","CAR","OTHER",2
"CARSON","CRAWLER","OTHER",1
"CARSON","ENCLOSED","OTHER",1
"CARSON","FUN","OTHER",1
"CARSON","FUNRUNNER","OTHER",1
"CARSON","TRAILER","OTHER",5
"CARSON","UTILITY","OTHER",1
"CART","CART","OTHER",1
"CART","CONSTRUCTION","OTHER",1
"CART","GOLF","OTHER",1
"CARY","UT","OTHER",1
"CARY ON","TRAILER","OTHER",1
"CARYY ON","TRAILER","OTHER",1
"CASE 580","CONSTRUTCION","OTHER",1
"CASITA","CAMPER","OTHER",2
"CASITA","CASITA","OTHER",1
"CASITA","LIBERTY","OTHER",1
"CASITA","SPIRIT","OTHER",2
"CASITA","TRAILER","OTHER",3
"CASITA","TRAVEL","OTHER",4
"CASITA","TRL","OTHER",1
"CASITTA","MB","OTHER",1
"CASTA","TRAILER","OTHER",1
"CATA","CT","OTHER",1
"CATA","TRAILER","OTHER",1
"CATAL","CAMPER","OTHER",1
"CATAL","N/A","OTHER",1
"CATALINA","BOAT","OTHER",1
"CATALINA","COACHMAN","OTHER",2
"CATALINA","FOREST","OTHER",1
"CATALINA","MOTOR","OTHER",1
"CATALINA","TANDEM","OTHER",1
"CATALINA","TRAVEL","OTHER",2
"CATALYNA","COACHMAN","OTHER",1
"CATERHAM","360R","OTHER",1
"CATERHAM","R500","OTHER",1
"CATERHAM","SUPER","OTHER",2
"CATERING TRUCK","FOOD","OTHER",1
"CATERPILLAR","ROLLER","OTHER",1
"CATTLEMAN","JOURNEY","OTHER",1
"CAUGHMAN","CAR","OTHER",1
"CAULKINS","SINGLE","OTHER",1
"CAVILER","TRAILER","OTHER",1
"CAYON","SPIDER","OTHER",1
"CBR","600","OTHER",3
"CBR","954","OTHER",1
"CBR","CBR","OTHER",1
"CCF","TRAILER","OTHER",1
"CCR","UT","OTHER",1
"CEDAR CREEK","36CKTS","OTHER",1
"CEDAR CREEK","5","OTHER",1
"CEDAR CREEK","5TH","OTHER",1
"CEDAR CREEK","TRAILER","OTHER",1
"CEDAR CREEK 34 RE","TRAILER","OTHER",1
"CEMENT","MIXER","OTHER",1
"CEMENT MIXER","---","OTHER",1
"CEN","TEX","OTHER",1
"CEN","TRAILER","OTHER",1
"CENH","TRAILER","OTHER",1
"CENT","FB","OTHER",1
"CENT","UT","OTHER",7
"CENT","UTILITY","OTHER",1
"CENTAURION","TRAILER","OTHER",1
"CENTRY","2028","OTHER",1
"CENTU","2100","OTHER",1
"CENTURY","16FT","OTHER",1
"CENTURY","TRAILER","OTHER",1
"CENTURY","UT","OTHER",1
"CFM","UT","OTHER",1
"CGMT","TRAILER","OTHER",1
"CGMT","UT","OTHER",1
"CGMT","UTILITY","OTHER",1
"CH N","TRAILER","OTHER",1
"CH/NA","TRAILER","OTHER",1
"CH/ON","TRAILER","OTHER",1
"CHALL","DAMION","OTHER",1
"CHALLENGER","1500","OTHER",1
"CHALLENGER","5TH","OTHER",1
"CHALLENGER","CT","OTHER",1
"CHALLENGER","HOMESTEAD","OTHER",1
"CHALLENGER","KEYSTONE","OTHER",1
"CHALLENGER","X","OTHER",1
"CHALLENGER 150","T","OTHER",1
"CHAMPION","BASS","OTHER",1
"CHAMPION","BOAT","OTHER",1
"CHAMPION","DRID","OTHER",1
"CHAMPION","FREELANDER","OTHER",1
"CHAMPION","MOTORCYCLE","OTHER",1
"CHAMPION","TRAILER","OTHER",1
"CHAMPION","TRAILOR","OTHER",1
"CHAMPION","XHAMPION","OTHER",1
"CHAMPOIN","TRAILER","OTHER",1
"CHAN","TRAILER","OTHER",1
"CHAN","UT","OTHER",2
"CHANAN","UTTL","OTHER",1
"CHANG","90154","OTHER",1
"CHANG","NAN","OTHER",1
"CHANG","TRAILER","OTHER",3
"CHANG","UTILITY","OTHER",2
"CHANG","UTLILITY","OTHER",1
"CHANG JIANG","750","OTHER",1
"CHANGZHOU","NANXIASHU","OTHER",1
"CHANGZHOU","TRAILER","OTHER",1
"CHANGZHOU NANXIASHU","TRAILER","OTHER",3
"CHANGZOU","TRAILER","OTHER",1
"CHANGZOU NANXIASHU","62648","OTHER",1
"CHANN","PJ","OTHER",1
"CHAPA","TRAILER","OTHER",1
"CHAPARAL","233","OTHER",1
"CHAPARALL","CHAPARALL","OTHER",1
"CHAPARRAL","2","OTHER",1
"CHAPARRAL","203","OTHER",1
"CHAPARRAL","CHF","OTHER",1
"CHAPARRAL","RV","OTHER",1
"CHAPPARAL","BOAT","OTHER",1
"CHAPPERAL","BOAT","OTHER",1
"CHAPRRAL","STOCK","OTHER",1
"CHARI","BOAT","OTHER",1
"CHARITY","AUCTION","OTHER",1
"CHARMAC","3","OTHER",1
"CHASSIS","TRAILER","OTHER",1
"CHATEAU","CLASS","OTHER",1
"CHATEAU","DBL","OTHER",1
"CHATEAU","SPORT","OTHER",1
"CHECKER","MARATHON","OTHER",7
"CHER","CT","OTHER",1
"CHER","HE","OTHER",1
"CHERO","CAMP","OTHER",1
"CHERO","TRAVEL","OTHER",1
"CHEROKEE","17BM","OTHER",1
"CHEROKEE","26RL","OTHER",1
"CHEROKEE","CAMPER","OTHER",1
"CHEROKEE","CCKT19RR","OTHER",1
"CHEROKEE","FOREST","OTHER",1
"CHEROKEE","GRAY","OTHER",2
"CHEROKEE","TOMAHAWK","OTHER",1
"CHEROKEE","TRAVEL","OTHER",1
"CHERROKEE","WOLFE","OTHER",1
"CHEVROLET","#2CHEVY","OTHER",1
"CHEVROLET","<MODEL>","OTHER",1
"CHEVROLET","1","OTHER",2
"CHEVROLET","14","OTHER",1
"CHEVROLET","1500","OTHER",8
"CHEVROLET","15000","OTHER",1
"CHEVROLET","2","OTHER",1
"CHEVROLET","215CC","OTHER",1
"CHEVROLET","21QBC","OTHER",1
"CHEVROLET","23'","OTHER",1
"CHEVROLET","2500","OTHER",1
"CHEVROLET","2500HD","OTHER",1
"CHEVROLET","26","OTHER",1
"CHEVROLET","350","OTHER",1
"CHEVROLET","3500","OTHER",6
"CHEVROLET","3500WT","OTHER",1
"CHEVROLET","4000","OTHER",1
"CHEVROLET","450","OTHER",1
"CHEVROLET","4500","OTHER",15
"CHEVROLET","5500","OTHER",6
"CHEVROLET","6500","OTHER",1
"CHEVROLET","7H4","OTHER",1
"CHEVROLET","ADMIRAL","OTHER",1
"CHEVROLET","ALALANCHE","OTHER",1
"CHEVROLET","ALLEGRO","OTHER",1
"CHEVROLET","APV","OTHER",1
"CHEVROLET","ASTRA","OTHER",1
"CHEVROLET","ASTRO","VAN",25734
"CHEVROLET","AVALANCHE","TRUCK",64693
"CHEVROLET","AVEO","COMPACT",44462
"CHEVROLET","AVEO5","COMPACT",2386
"CHEVROLET","BEAUVILLE","OTHER",1
"CHEVROLET","BERETTA","COMPACT",680
"CHEVROLET","BFT","OTHER",1
"CHEVROLET","BLAZER","SUV",48091
"CHEVROLET","BLAZER.","OTHER",1
"CHEVROLET","BOAT","OTHER",6
"CHEVROLET","BOLT","MID",319
"CHEVROLET","BOUNDER","OTHER",1
"CHEVROLET","BOX","VAN",2
"CHEVROLET","BOX","OTHER",33
"CHEVROLET","BOXVAN","VAN",1
"CHEVROLET","BREAD","OTHER",1
"CHEVROLET","C","OTHER",3
"CHEVROLET","C-5500","OTHER",1
"CHEVROLET","C10","TRUCK",4072
"CHEVROLET","C1500","TRUCK",54645
"CHEVROLET","C20","TRUCK",519
"CHEVROLET","C2500","TRUCK",5747
"CHEVROLET","C30","TRUCK",301
"CHEVROLET","C3500","TRUCK",3778
"CHEVROLET","C4500","TRUCK",15
"CHEVROLET","C45OO","TRUCK",1
"CHEVROLET","C550","TRUCK",1
"CHEVROLET","C5500","TRUCK",15
"CHEVROLET","C6500","TRUCK",4
"CHEVROLET","C7500","TRUCK",1
"CHEVROLET","CAB","OTHER",25
"CHEVROLET","CAMARO","SPORT",88973
"CHEVROLET","CAMERO","OTHER",2
"CHEVROLET","CAMPER","OTHER",5
"CHEVROLET","CAPRICE","MID",6823
"CHEVROLET","CAPTIVA","SUV",15430
"CHEVROLET","CAVALIER","COMPACT",66991
"CHEVROLET","CCH","OTHER",1
"CHEVROLET","CELEBRITY","MID",645
"CHEVROLET","CHASSIS","OTHER",3
"CHEVROLET","CHEVELLE","OTHER",2
"CHEVROLET","CHEVETTE","OTHER",67
"CHEVROLET","CHEVROLET","OTHER",1
"CHEVROLET","CHEVY","VAN",143
"CHEVROLET","CHEVY","OTHER",113
"CHEVROLET","CHEVYVAN","VAN",1
"CHEVROLET","CHEYENNE","OTHER",1
"CHEVROLET","CIESTA","OTHER",1
"CHEVROLET","CITATION","OTHER",29
"CHEVROLET","CITY","VAN",1026
"CHEVROLET","CK","OTHER",1
"CHEVROLET","CK3500","OTHER",1
"CHEVROLET","CLASS","OTHER",2
"CHEVROLET","CLASSIC","VINTAGE",7263
"CHEVROLET","COACHMAN","OTHER",2
"CHEVROLET","COBALT","COMPACT",117839
"CHEVROLET","CODEAC","OTHER",1
"CHEVROLET","CODIAK","OTHER",1
"CHEVROLET","COLBALT","OTHER",1
"CHEVROLET","COLLINS","OTHER",1
"CHEVROLET","COLORADO","TRUCK",58820
"CHEVROLET","COMFORT","OTHER",3
"CHEVROLET","COMMERCIAL","OTHER",36
"CHEVROLET","CONCORDE","OTHER",1
"CHEVROLET","CONDOR","OTHER",1
"CHEVROLET","CONQUEST","OTHER",1
"CHEVROLET","CORSICA","OTHER",1746
"CHEVROLET","CORVETTE","LUX SPORT",32543
"CHEVROLET","CRUZ","OTHER",1
"CHEVROLET","CRUZE","COMPACT",171996
"CHEVROLET","CUBE","OTHER",1
"CHEVROLET","CUSTOM","OTHER",3
"CHEVROLET","CUT","VAN",1
"CHEVROLET","CUT","OTHER",1
"CHEVROLET","CUTAWAY","OTHER",12
"CHEVROLET","CUTLASS","OTHER",1
"CHEVROLET","D30","OTHER",1
"CHEVROLET","DESTINY","OTHER",1
"CHEVROLET","DEVILLE","OTHER",1
"CHEVROLET","DOLPHIN","OTHER",1
"CHEVROLET","DURAMAX","OTHER",1
"CHEVROLET","DUTCHMAN","OTHER",1
"CHEVROLET","EL","VINTAGE",1696
"CHEVROLET","ENTERVAN","VAN",1
"CHEVROLET","EPICA","OTHER",2
"CHEVROLET","EQUINEX","OTHER",1
"CHEVROLET","EQUINOX","SUV",197742
"CHEVROLET","ES","OTHER",1
"CHEVROLET","EXPRESS","VAN",91736
"CHEVROLET","FLAIR","OTHER",1
"CHEVROLET","FLAT","OTHER",1
"CHEVROLET","FLATBED","OTHER",1
"CHEVROLET","FLEETWOOD","OTHER",8
"CHEVROLET","FORESTER","OTHER",1
"CHEVROLET","FOUR","OTHER",1
"CHEVROLET","FOURWIND","OTHER",1
"CHEVROLET","FREEFLIGHT","OTHER",1
"CHEVROLET","FREELANDER","OTHER",1
"CHEVROLET","G10","VAN",767
"CHEVROLET","G20","VAN",4423
"CHEVROLET","G30","VAN",1223
"CHEVROLET","G35","OTHER",1
"CHEVROLET","G3500","OTHER",4
"CHEVROLET","G4500","OTHER",1
"CHEVROLET","GEORGIA","OTHER",1
"CHEVROLET","GLADIATOR","OTHER",1
"CHEVROLET","GULF","OTHER",1
"CHEVROLET","HHR","MID",62045
"CHEVROLET","HI","OTHER",1
"CHEVROLET","HI-CUBE","OTHER",1
"CHEVROLET","HIGH","OTHER",1
"CHEVROLET","IMPALA","MID",317106
"CHEVROLET","INPALA","OTHER",1
"CHEVROLET","INTRIGUE","OTHER",1
